translated_sentences,natural_sentences,labels
,택배로 발송된 것이 아니고 우편으로 우편함에 들어있었습니다. 아직 사용 전입니다,0
,속도 아주 좋습니다. 윈도우 드라이버 미설치 상태로 테스트했어요. 하이닉스칩에 하이닉스 컨트롤러. 훌륭합니다.,0
,저렴하게 하이닉스 oem을 사서 잘쓰고 있어요~~ ssd 아무이상 없이 잘되용,0
,어제 구매하고 오늘 제품 받았습니다. 현재 구할수있는 가장 저렴한 방법인듯 합니다.,0
,23일 저녁에 구매해서 설 지나고 올줄 알았는데 25토요일에 배송이 왔습니다 엄청 빠르네요 ee,0
,빠른 배송 감사합니다.~~~!!,0
,좋아요. 빨리 왔네요.,0
,빠르게 잘 왔습니다~,0
,빠르게 잘왔습니더,0
,23일 저녁에 구매해서 설 지나고 올줄 알았는데 25토요일에 배송이 왔습니다 엄청 빠르네요 ee,0
,잘 받았습니다. 보드 주문하고 장착할 것 같네용,0
,빠른배송 만족했네요ㅎㅎ 박스가 많이 찌그러져와서 걱정했지만 다행이 안에 cpu박스만 찌그러져있네요 사용전이지만 저렴한 가격에 구입했네요ㅎㅎ,0
,성능이 살아 있음. 배송도 살아 있음,0
,쿠폰으로 그나마 싸게 구했네요. 배송도 바로 보내주셨어요. 지상최강의 게이밍 cpu 983d!!,0
,램이나 그래픽카드 교체 말고 완전 조립은 처음인데 잘 돌아가네요 성능 좋습니다,0
,배송 잘 받았습니다. 가격 변동이 빠르네요.,0
,5600x >>>>> 573d 업글 배그하시는분들 무조건 업글 ㄱㄱ헛,0
,잘 받았고 정상작동하고 성능 좋습니다 그런데 일반 우편으로 와서 아파트 현관 우편함에서 찾은 건 좀 당황스럽네요. 한국 배송은 택배로 진행 하는게 좋을 것 같습니다,0
,아직 딥하게 사용해보진 못했지만 일단 인식은 잘됨.,0
,11월 14일 주문하여 12월 4일에 받았습니다. 핀 멀쩡하고 작동 잘 됩니다.,0
,좋은 굿굿굿 굿,0
,배송이 최대기간 하루 전날에 옴 싱가폴 거쳐서 오는데 정신 나가는줄,0
,이상 없이 작동 잘 합니다. 다만 배송은 좀 느리네요.,0
,가성비 좋게 샀네요. 개꿀딱입니다,0
,배송은 10일 정도 기다린 듯 상태 굿 인식도 잘함 포장에서 냄새는 나지만 거슬리진 않음.,0
,쿨러가 없어서 아직 사용전이지만 문제 없을거라고 믿음,0
,잘 작동하네요 좋아요 잘쓸게요,0
,핀도 안 휘고 잘왔어요 14.6에 구매,0
,배송은 일주일걸린거 같네요 가격이 저렴해서 샀는데 함 써봐야겠네요,0
,예쁩니다,0
,깔끔하게 잘 만들어졌네요. 이쁨,0
,내가 알리에서 구매한 No.1 상품. 퀄리티 좋음.,0
,원래 잘 벗겨지는진 모르겠으나 이정도면 싼게 비지떡 최고,0
,배송이 빠르고 제품도 이뻐요,0
,퀄이생각보다 뛰어납니다. 좋네요^^,0
,매우 만족스럽습니다 예뻐요 잘 쓰겠습니다.,0
,청축이라 원래 소리가 청량 한다 약간 둔탁해 지는 효과가 있네요. 소음 김소 효과가 있습니다.,0
,싸게 구입했어요. 맘에 듭니다.,0
,네이버에서 파는거 진짜 비싼데 이거 반값도 안된 가격에 샀음. 개꿀이고 퀄도 좋음,0
,생각보다 퀄리티가 좋음. 나무 표현한 키캡 음각? 아래 각인 박은게 잘 안보이긴 한데 나쁘지 않은 정도 추천하냐? 추천함,0
,대만족 퀄 좋네요. 대박,0
,좋습니다 좋습니다 좋습니다 좋습니다 좋습니다 좋습니다 좋습니다 좋습니다 좋습니다 좋습니다 좋습니다 좋습니다 좋습니다 좋습니다 좋습니다 좋습니다 좋습니다,0
,제품 대만족입니다. 디자인 너무 이뻐요,0
,실물은 좀 더 쨍해보이는데 물건은 같아요.,0
,폰트가 아쉽기는 하지만 마감이나 만듦새가 좋습니다. 윈키가 1개인건 아쉽네요. 서비스키가 많은데 그거보다 윈도우가 2개여야 할 것 같네요.,0
,하루 늦엇는데 바로 쿠폰 주네요 6일 걸렷고요 재품은 좋습니다 led 가 약해서 밋에 영문 과 기능 키들이 잘 안보이는데 상테 좋네요,0
,"사실 크게 기대하진 않았는데, 받아보니 퀄리티가 생각보다 나쁘지 않습니다 ㅎ.",0
,배송 빠르고 좋아요 생각보다 품질이 좋아요,0
,깔끔하고 마감이 상당히 좋네요,0
,배송도 빠른 편이었고 키캡이 예뻐서 만족해요,0
,너무 이쁜데요? 잘쓰겠습니다 ·그런데 이거 정품 맞나요?,0
,한국에서 너무 비싸 가지고 여기서 샀는데 너무 잘 산 것 같아요. 싸게 기분 좋네요.,0
,생각보다 퀄 좋음.,0
,풀배열 좋아요 살짝 매끄러운데 마찰력 있는 표면,0
,검정키보드에 주황색 백라이트 켜면 개이쁩니다. 검정키보드에 주황색 백라이트 켜면 개이쁩니다.,0
,색감이 예쁘고 좋네요! @@ 아직 키보드 사용은 안해봣는데 좋을듯합니다,0
,너무 이뻐요! 잘 도착했고 키캡 적용했을때 간섭도없어요 ㅎㅎ 독거미99 입니당,0
,퀄리티도 괜찮고 키캡도 다 왔고 이상도 없네요 얼른 키캡 씌워서 사용하고 싶어지네요 글씨 안쇄 상태도 괜찮아요,0
,단청무늬도 이쁘게 잘 들어있고요 가격적인 면이 뛰어난 제품이랍니다. 추천,0
,완전만족스럽습니다 아콘키보드랑 찰떡이에요,0
,오리지널은 가격이 너무 비싸서 샀는데 생각보다 퀄리티가 나쁘지는 않네요,0
,생가보다 나쁘지 않습니다. 가격대비 괜찮네요.,0
,서버 운영하는 분들이 많아서 고용량 메모리 관심있으신 분들이 꽤 될텐데 이 제품이 괜찮은 선택지라고 봅니다. 배송도 빨라서 아주 굿입니다!^^,0
,미니pc 처음 구매해본거에요. 공간 차지 적고 좋습니다. 윈도우11 프로 설치된 그대로 사용중인데요 아무 이상 없이 잘 작동됩니다.,0
,미니pc 처음 구매해 본 건데 가성비 최고네요. 무엇보다도 윈도우11 프로 os가 깔려 있어서 바로 사용하기 좋고요 크기도 작고 4k 를 지원해줘서 좋습니다. ,0
,성능이 좋습니다 윈도우11탑재되어 있으며 작동이 잘됩니다. 다민 뒤에 Lan port 가 작동이 안됩니다.,0
,지난 할인 행사를 놓쳐 한참을 고민하다가 이번 할인 기간에 구매했습니다. 1주일 정도만에 수령해서 기본적인 테스트하고 이제 리눅스 설치해서 사용하려 합니다. 정품 인증 잘 됩니다.,0
,빠른 배송 감사합니다. 이번이 2번째 구매인데 와이파이 모듈 신호 잡는게 어려워하는 것 같으니 무선랜 드라이버 재설치는 필수 입니다 반드시 유선랜은 큰 문제 없었습니다 ,0
,예상보다 배송도 빠르고 물건도 설명과 같습니다 좋은 제품 싼가격에 살 수 있어 아주 좋았습니다,0
,가성비좋네요 잘샀어요,0
,오늘 작동 시켜봤는데 잘되네요 오래썻으면 합니다,0
,포장 꼼꼼하고 빠르게 뱃송되었어여 이런 가성비 미니 피씨는 알리에만 읶네요,0
,이전에 쓰던 다른 브랜드 제품이 고장나서 구매했는데 훨씬 좋습니다.,0
,hdmi도 포함되 있어서 화면 안나올 걱정 없고요 뚜껑 열어보면 정말 깔끔합니다.,0
,가격대비 많이 좋아요 추천,0
,"생각보다 빠릿합니다... 저는 리눅스(록키 or 센트os)를 설치 할려고 했는데, 설치가 안되던데 제가 잘못한건지 안되서 우분투 깔았네용",0
,배송은 늦었지만 성능에 놀랐습니다. 발열도 심하지도 않았고 이 가격이 맞나? 싶을 정도로 만족 합니다. ,0
,흠....별 기대 않하고 샀는데 의외로 많이 쓸만하더군요....ㅎㅎㅎ 강추입니다....,0
,배송 빠르고 상품 문제 없이 잘 도착했습니다. 작동 잘 되고 듀얼 모니터도 잘 되네요. 풀로드시 팬 소음은 있어요.,0
,괜찬은 재품입니다. 좋아요,0
,너무잘되요 동봉도니 hdmi는 가끔 인식오류떠서 다른거 쓰니 잘되요,0
,조아 조아. 아주 조아 아아,0
,미니pc에 끼우려 샀는데 잘 작동 하고있습니다. 디램이 없지만 저한텐 과분하네요.,0
,500기가 가격에 1테라 삼,0
,잘 작동하네요.,0
,재주문합니다.,0
,속도 괜찮게 나오네요 부디 안정적이길 바람니다,0
,싼맛에 사봤는데 쓸만한성능입니다 부팅빠르고 좋아요 더 써봐야겠습니다 세일때 사세요 좋아요 ㅎㅎ ..............................................................................,0
,"생각보다 중급기로 사용이 괜찮은 제품입니다. 2번째 구매이고, 같은 말레 생산제품 이네요.",0
,Crucial P2 1TB M.2 NVMe SSD를 써보니까 가성비가 진짜 좋더라고요.,0
,가성비 좋은 제품입니다 감사합니다 이번에 쿠폰이벤트에 구입으로 싸게 구입했어요,0
,택배도 작은박스에 담아져 와서 안전하게왔어요,0
,다른 택배포장보단 상당히꼼꼼한듯 하네요 가성비 좋은 제품입니다,0
,2테라 샀는데 인식 잘되고 속도 잘나오네요😀👍,0
,배송도 잘 왔고 좋은 가격에 샀어요,0
,전에도 써봐서 좋네요 가격도 너무착하구요,0
,가성비 갑인듯 잘 작동합니다 ㅎㅎ 가격이 좀 비싸 그러네요 세일때 사세요 좋아요 ㅎㅎ.,0
,Ssd는 매우 좋고 매우 저렴합니다.,0
,TLC QLC 랜덤박스인데 TLC 당첨 ㅇㅇ,0
,이상없이 도착. 잘 버텨주기를,0
,속도 잘나오고 이만한 가성비가 없네요ㅋㅋ,0
,잘 작동하고 배송도 빠르네요.,0
,문제 없이 매우 잘됨 ㅇㅇ,0
,이상없음,0
,배송 빠르고 잘 오네요,0
,통관이 좀 느리지만 배송 자체는 나쁘지 않음,0
,포장도 좋고 너무 잘 받았어요.,0
,NAS에사용하려 구입했습니다. 용도에 맞는 좋은제품입니다,0
,작동 잘 되고 속도 잘 나옵니다. PCI확장카드에 꽂아도 속도 잘 나오네요.,0
,플스용 가성비 굿.,0
,글로벌판으로 보내서 키보드 뒷판 제품명엔 f87로 기재되어 있으나 3way로 잘 동작하고 동글 부착 방식도 pro 와 동일한 마그내틱 접착 방식입니다.,0
,제품 마음에 듭니다 정확하게 도착했습니다.,0
,제품좋네요 잘쓰겠습니다!,0
,명성이 자자한 독거미키보드를 처음 써봤습니다. 평이 안좋은 회목축인데도 엄청 좋습니다.,0
,"배송에는 2주 좀 넘게 걸린거 같은데, 키보드는 만족스럽네요. 타건감도 좋고 너무 예쁩니다. ",0
,잘작동하고 타건감 좋아요,0
,색 타건음 타건감 모두 만족합니다,0
,플라스틱 키보드 중에 제일 좋은듯,0
,좋은 상품. 가굑이 올랐어요,0
,좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요,0
,이 키보드 디자인은 제가 원하던 깔끔한 블랙과 옐로우 조합이에요. ,0
,"유선,무선, 블루투스 연결도 아주 좋고, 내구성도 강해서 오래오래 사용할 수 있을 것 같아요.",0
,아 진짜 말해뭐해 너무 귀엽고 너무 예쁘고 소리가 진짜 미쳤습니다,0
,아들 때문에 재구매 할듯,0
,배송 일주일 만에 왔고 박스는 조금 구겨져서 왔지만 너무 만족스럽네요ㅠㅠㅠ,0
,일단 독거미 정품이고요. 타건음 상당히 좋고 역시 이 맛에 독거미 독거미 하나봅니다. ,0
,가성비 좋은 제품입니다!,0
,배송 엄청 빨라서 놀랐고 가격 엄청 저렴해서 좋았어요 역시 이 가격대 키보드는 독거미 제가 샀을때는 3만원 언저리 밖에 안해서 너무 좋았고 텐키리스 배열이 꼭 필요한 사람은 추천입니다! !,0
,좋아요. 따각따각! 독거미 역시 소문대로 👍 배송은 10일정도 걸렸어요. 낫배드. 강추,0
,우선 키보드 배열과 색상이 아주 마음에 듭니다. 텐키리스이지만 필요한 키는 다 있어서 사용하는데 불편함도 없고 키감도 너무 시끄럽지 않지만 부드럽게 사용하기 좋습니다.,0
,배송은 8일 정도 걸렸고 제품도 좋아요! 너무 만족합니다 기계식 키보드 처음 써보는데 멤브레인 키보드랑 확실히 키감이 다르네요,0
,상자는좀뭉개져서왔는데 제품은좋아요,0
,개좋아요 님들 사셈 ㅋㅋㄱㅋ 배송은 느려도 값어치 함ㅋㅋㅋ소리,0
,저렴하게 좋은 재품 잘 샀습니다.,0
,"우와,, 배송 엄청 빨라요 4일만에 도착하였구요. 정상적으로 도착했습니자..",0
,타건음 너무 좋습니다.. 가격 떨어졋을때 바로 구매햇는데 이게 이가격에 팔리는게 맞나 싶을 정도의 퀄리티입니다,0
,안살수가 없음 개추,0
,무조건 사야 함. 특히 가격떨어졌을때 무조건 걍 사셈 ㅇㅇ,0
,이쁘고 작동도 잘 되고 있어요! 화이트톤으로 맞추고 싶어서 샀는데 잘 고른 거 같습니다.,0
,이가격대에 이런제품 찾기 힘든데 번창하세요.,0
,진짜 맘에 드네요! 색도 이쁘고 타건도 굿입니다,0
,가격대비 너무 만족합니다 이렇다하게 문제되는 부분도 없고 색상이며 성능이며 다 만족해요,0
,그레이축 낫밷 도각느낌,0
,피치축이랑 라임축아니여서 별로 기대안했는데 타건감좋고 색달라요.,0
,"옛날 적축,청축생각하시면 좀 많이 가벼운 느낌입니다. 적응해야될꺼 같아요",0
,색깔이 너무 이쁘고 가성비 최고에요,0
,디자인 자체는 만족스럽습니다.,0
,다만 2.4 동글이 살짝 삐져나와 있어서 조금 더 안쪽으로 넣어줬으면 어땠을까하는 아쉬움이 듭니다.,0
,솔리다임꺼 설치하고 맥에 물렸는데 속도도 빠르고 좋네요.,0
,깡통맥 쓰시는 분들 쓰시면 좋을거 같네요.,0
,"빠른배송, 빠른 잃기 빠른 쓰기",0
,알루미늄이라 만듬새 좋음 팬이 돌아가는 소리가 나서 조용한데서 쓰기는 좀 애매하다,0
,하지만 고정해놓고 쓸 용도라 신경쓰이진 않습니다.,0
,"냉각은 잘됨. 하기비스보다 퀄리티는 떨어지는데 방열은 잘돼서 만족함. 이건 미지근한데, 하기비스는 개뜨거움.",0
,성능 자체는 만족스럽습니다.,0
,가격이 넘 비싸서 흠이지 괜찬을거 같읍니다 아직 사용전이지만 호환성문제 없길 바래요,0
,이전에 사용하던 썬더볼트 4 외장 케이스보다 속도가 모든 점에서 빨랐습니다.,0
,좋은 제품 저렴하게 잘 구매했습니다,0
,저렴하게 잘 샀습니다,0
,배송기간도 적당하고 제품 포장도 좋습니다.,0
,팬이 달려있어서 더 좋습니다,0
,빠르고 좋네,0
,그냥 데스크톱에 꼽아놓고 쓰고 있는 중,0
,소리가 좀 있지만 만족합니다 데스트탑에 걍 계속 꽂아놓고 쓰고 있는데 아직 문제없고 발열도 고만고만해으,0
,가성비 좋습니다.,0
,맥북 외장하드용으로 잘 쓰고 있어요,0
,맥북용 씹가성비,0
,가성비 좋음 안사면 안됨,0
,괜찮은데 배송이 좀 걸림 그거빼면 괜춘,0
,나쁘진 않은듯?,0
,제품 만족. 배송 만족. 재판매 상품으로 의심이감. (기존 ORICO 제품 구매한 경험으로 판단-그래서 가격이 조금 저렴함),0
,진짜 가성비 개지림,0
,저렴한 가격대에 팬까지 달려있는 외장형 SSD 인클로저 제품이라서 좋습니다.,0
,아직 사용하지 못했지만 기대하고 있습니다!!! 배송도 빠르고 포장도 파손없이 잘와서 좋아요,0
,삼성덱스 출력잘됩니다 선은 좀 두툼하고 괜찮은거 같아요,0
,탄탄하고 짱짱하니 좋네요.,0
,좋아유,0
,생각보다 나쁘지 않네요,0
,굿,0
,상품 잘받았습니다. 배송이 빠르게 왔네요. 속도고 쥰슈하게 나옵니다.,0
,휴대폰끼리 연결했는데 인식이 잘됩니다,0
,적당함,0
,케이블이 굵은 편이 튼튼해 보여요,0
,가성비 좋아요,0
,설명 그대로....,0
,필요했던 제품인데 저렴하게 구매해서 매우 만족합니다.,0
,다른 제품도 비슷한 게 많은데 이 제품이 가성비 최고의 제품이네요.,0
,국내에서는 비싸게 판매 하는데.알리여서 가능한 가격대인것 같습니다.,0
,빠른 배송에 감사드립니다. 잘 사용하겠습니다.,0
,배송도 빠르고 제품도 좋아요,0
,잘 도착했습니다...잘 도착했습니다…,0
,배송 빠르게 잘 받았습니다. 마감 좋습니다.,0
,아직써보진않았지만 퀄좋습니다,0
,"진짜 좋아요, 썬더볼트 선보다 100배는 좋아요. 짧은거 3개, 긴거 1개 주문했는데요,",0
,케이블이 튼튼하고 충전도 잘되고 좋아요,0
,기대한것 만큼 성능이 나옵니다. 제품도 견고해서 오래 쓸것 같습니다.,0
,가격 저렴하고 잘 충전됨,0
,깨짐없이 잘왔어요깨짐없이 잘왔어요,0
,필요해서 구매하였는데 만족합니다,0
,배송빠르고 제품도 만족합니다,0
,연결잘되고 케이블은 직조로 되어있고 빳빳합니다 속도 정상적으로 잘나옵니다 저는 자석젠더 연결해서 사용중입니다,0
,대 만 족 삼성덱스랑 터치휴대용 모니터 끊김없이 잘됩니다 베리굿굿굿~,0
,개잘됨,0
,노트북과 Thinkvision M14t 모델 미러링 잘 됩니다.,0
,이가격에 산다? 개꿀띠,0
,응 사라,0
,왜안삼 ㅋㅋㅋㅋ,0
,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 할인기간 구입",0
,쿠폰먹고 사셈 개싸다,0
,레시피 먹이는게 좋음 개추함,0
,라이트닝으로 연결해보았는대 정상적으로 작동허네요.,0
,매우 만족합니다. 빠른 배송 감사합니다.,0
,잘 받았습니다~~~,0
,속도 빠르고 좋음..싸게 샀음,0
,잘작동되고 너무 좋아요,0
,썬더볼트4 가격대비 좋은 품질 착한가격에 구매 만족합니다,0
,길이가 정확하게 책상위에서 유용하게 사용할 수 있을것 같네요.,0
,아직 사용전이지만 배송도 빠르고 좋아요,0
,케이블 겁나두꺼움 ^^,0
,좀 짧지만 단거리용이면 깔끔하게 정리 가능,0
,길이가 길어서 좋네요,0
,"포장도 깔끔하고, 선 굵기도 좋아서 신뢰가 갑니다",0
,선이 뚜거워서 큰 원으로 말려있으며 포장봉투 안에 양쪽 끝을 벨크로 타이로 고정시켜놔서 더 믿음이 가네요.,0
,짧은 위치 연결 시 해당 벨크로를 이용하면 더 깔끔하게 정리될 것 같습니다.,0
,국내유통 하는 제품 구입하려다 급하진 않아서 알리익스프레스에서 구입했습니다. ,0
,국내 보따리랑 별 차이 없는듯,0
,걍 여기서 사는게 나은듯,0
,짱짱하니 케이블이 매우 두툼합니다. 약간 억센감이 있지만 단단해서 신뢰감이 드네요.,0
,케이블은 알리에서 사시면 제일 좋습니다. 케이블은 알리에서 사시면 제일 좋습니다.,0
,휴대폰과 16인치 모니터 연결해서 넷플랙스나 유투브 시청용으로 사용하는데 연결상태 좋아요,0
,도킹스테이션 연결용으로 샀는데 잘 작동합니다. 굿굿,0
,매우 만족합니다. 빠른 배송 감사합니다.,0
,"작고 가벼워서 휴대성이 좋고, 데이터 전송 속도가 매우 빠릅니다.",0
,USB 4.0 속도 40Gbps 안나오니 참고바랍니다.,0
,사용 하는데 문제 없습니다. 속도 체크는 안해봤네요.,0
,착한가격에 사용 잘하고 있어요^^,0
,좋아요 맘에들어요,0
,저렴하게 구매했네요....,0
,설명 그대로....,0
,연결 잘되고 빠르네요!,0
,실제 연결시 속도 잘 나옴. 페브릭 재질 그리고 튼튼하게 잘 만듬.,0
,이정도면 훌륭함 사용하다가 손상되는 일은 없을거 같음. ,0
,잘 받았습니다!!!,0
,저렴하게 잘 샀습니다저렴하게 잘 샀습니다저렴하게 잘 샀습니다,0
,USB4 지원해서 40Gbps 전송속도도 지원해서 8K 디스플레이까지 지원합니다 ,0
,케이블도 두껍고. 툰튼하게 생겼네요. 영상데이터 전송도 잘 되고 잘 사용하겠습니다,0
,이정도 가격에 vr안경 연결도 되고 돟아요 다만 묵직합니다,0
,가성비 탑입니다.,0
,전송속도 스펙 범위 안으로 잘나옵니다.,0
,"잘 받았고, 이상없이 잘 작동됩니다.",0
,비교적 빠른 배송과 품질에 만족합니다.,0
,가성비 짱짱,0
,케이블 좋은것 같음,0
,맥북에어 m3 모니터연결과 충전 동시에 잘됩니다.,0
,좋아요. 저렴하게 잘 샀어요.,0
,만종 만족,0
,좋은 ~~~ 좋은 ~~~ 좋은 ~~~,0
,TB4 dock 에 연결해서 잘 동작 합니다. 케이블이 굵고 연결부가 튼튼해서 문제가 없었습니다.,0
,추천합니다.,0
,영상 출력됨 보조모니터 연결시 충전도 되고,0
,모니터 영상 전송 및 충전 잘 됩니다,0
,사용전입니다. 사용전입니다. 사용전입니다,0
,연결 잘된다. 추천한다.,0
,"SSD 인클로저에사용하려고 구입했는데, 정상 작동을 안해서 환불 하였습니다 빠른 환불되어 다행입니다.",0
,예전 맥북 썬더볼트2시절 쓰던 느낌나서 새롭네요,0
,범용성 최고,0
,쓸만해요,0
,좋은 좋은 좋은 좋은 좋은,0
,잘작동합니다 잘쓰겠습니다,0
,고속충전됨 오토바이 충전용으로 구입,0
,너무 좋네요. 또 구매하겠습니다.,0
,잘받았습니다 추천합니다 소형 DAC에 연결하여 음악 감상용 으로 좋네요.,0
,고속충전 초고속충전 둘다 잘됩니다. 내구성이 어떤지는 더 사용후 글올리도록하겠습니다,0
,잘 만든 제품,0
,제품에 마감이 좋습니다,0
,"가격 좋고, 배송 빠르고, 품질 좋고, 다 만족합니다.",0
,아주 잘 사용중입니다,0
,코인 할인으로 저렴하게 구입했습니다. 역대가로 구입한 기존 제품도 잘 사용중이라 추가 구매했습니다.,0
,저렴하게 잘구입했습니다.,0
,너무좋아요 너무좋아요 너무좋아요,0
,10일 주문에 15일 받았습니다. 작에 구매해 쓰고 만족해서 또 주문했어요,0
,초고속 충전 2.0 나오는거 확인했어요~ 이 가격에 충전기와 선까지 포함이라니 가성비 짱이네요! !,0
,배송도 빠르고 동작도 잘 합니다.,0
,모바일 휴대용 충전기로 아주 즇습니다 가성비도 갑,0
,빠른배송 고맙습니다,0
,역시나 배송 빠르고 제품 가격대비 훌륭합니다 꾸준하게 이용해야겠습니다,0
,2개 사고 너무 좋아서 여행용 가방에 넣어 놓으려고 또 구매 했네요,0
,맘에드네요 배송도 비교적빠른편,0
,배송 빨리 왔고 기존에 사용하던 모델이라 만족도 높습니디,0
,너무 좋아요 배송도 빠른편이예요,0
,17일 주문 20일 도착 배송도 빨랐고 제품 완성도도 좋고 가격대비 성능이 좋아요. ,0
,"C타입 2개 동시 연결하면 하나는 초고속 2.0, 하나는 고속충던으로 뜨네요...만족합니다.",0
,고속충전 잘 됩니다.,0
,빠르게 충전 잘 됩니다.,0
,그럭저럭싼마이,0
,성능 굳입키다,0
,잘 작동되고 충전도 잘 됩니다. 아직까지 이상없이 쓰고 있습니다.,0
,너무 좋아요 너무 좋아요,0
,좋은 제품입니다. A와 C모두 고속충전 됩니다.,0
,그 동안 충전기 중 가장 좋은 것 같습니다.,0
,충전 잘 되고 발열도 많이 없네요 잘 사용하겠습니다,0
,충전기는 역시 투키,0
,빠르고 잘더ㅣ네요,0
,대만족 굿,0
,가성비가 매우 좋은 제대로 된 PD/QC 충전기다.,0
,일반적인 노트북용 65와트가 아니라 67와트인 이유는 중국계열의 폰 제조사들이 67w충전을 제공하기 때문인 것 같다. ,0
,삼성 폰 2개를 꽂아도 전부 초고속충전이 뜬다.,0
,잘작동해요,0
,제품 쿼리티가 좋아요,0
,가성비가 너무 좋아서 적극적으로 추천합니다,0
,1년전에 구매한것이 고장나 다시 사내요. 성능은 맞습니다,0
,좋아요,0
,아주좋아요,0
,만족합니다추천합니다,0
,요즘 환률때문에 가격이 많이 올랐네요 그래도 국내스토어보다 살짝싸서 삽니다…,0
,몇개를 샀는지 모르겠음 개좋아요. 지인 취업하면 선물용으로 많이줌,0
,나쁘지 않다,0
,잘사용하고있습니다,0
,10400원에 한국형 고속 충전기를 구매할수있는 중국 대단하긴합니다....,0
,문제없이 잘 작동해요.,0
,이 가격에 이정도 어디가서 못산다 무조건 사라 노트북 스마트폰 테블릿 하나로 충전 가능,0
,"보통 65W 사면 정격 전압, 전류때문에 약간 오차가 발생할 수 있음",0
,55W로 제대로 나옴 나쁘지않음 겨우 만원(10달러)로 55W면 매우 좋음,0
,좋아요 잘 사용하고 있습니다 고장나면 또 재구매 할게요,0
,세개째 구매함,0
,67w로 제대로 동작합니다,0
,믿고 쓰는 토끼,0
,코드가 얇아서 흔들림. 그것만 조심하면 충전은 잘됨,0
,이게 만원이라니. 더사야겠네요.,0
,저렴한가격에 질좋은제품 빠른배송 굿~,0
,가성비 좋내요.,0
,좋아요 .. 여행용,0
,스마트폰 충전해보니 초고속으로 충전되네요!,0
,충전기랑 충전선은 항상 이 메이커 제품만 구매하게 되네요.,0
,퀄리티 적당하고 만족합니다,0
,저렴하게 바꿨네요..,0
,충전 잘 되고 투키 상품들이 가성비가 좋아서 구매하였습니다 ,0
,일요일에 주문했는데 수요일에 도착했습니다,0
,너무 좋아요~~~~,0
,가성비 킹왕짱 💙,0
,충전잘됩니다. 저렴한 가격에 잘 집어온듯해요.,0
,싸게 잘산거 같습니다. 잘 사용하겠습니다. 감사합니다.,0
,잘작동하고 만족합니다~~,0
,작고 속도 잘 나옵니다,0
,빠른 배송과 초고속 충전 잘되네요. toocki는 믿고 삽니다.,0
,지정된 날짜보다 더 빨리 배송이 완료되었습니다 포장도 잘되어있구요,0
,제품의 마감처리도 나쁘지 않습니다,0
,제품설명대로 출정속도가 잘나와서 만족스럽습니다,0
,좋은제품 저렴하게 잘사서 만족합니다~,0
,배송빠르고 제품도 좋아요,0
,기대 안했는데 써보니 정말 충전도 빠르고 좋습니다,0
,접지없는대신 만원초반대 다른 팔천원짜리보다 컴팩트함,0
,가성비 짱 충전잘되고 매우만족합니다,0
,좋아여~,0
,배송 빠르고 품질 좋아요,0
,Toocki 제품은 확인된 제품이라 괜찮아요. ,0
,"기존에도 사용했던 제품이라 믿고 구매했고, 잘사용하고 있습니다.",0
,잘 작동됩니다 노트북 충전도 빠르네요,0
,"제품 박스는 구겨져서 왔지만, 사용하는대는 문제 없는 듯",0
,충전 속도 잘나옵니다.,0
,"크기도 크기 않고, 믿고 구입하는 toocki 제품!",0
,싸게 잘 샀습니다,0
,"배송 빠르고, 제품 가성비 만족합니다.",0
,좋아요 매우,0
,"추가 구매, 좋아요.",0
,좋아요~~,0
,배송이 빠르네요 굿,0
,믿고쓰는 투키,0
,흰색 충전기에 흰색 케이블은 안되는거냐?? 알리야??,0
,와... 갓성비인데? 일단 S25 Ultra 45W 가능 Poco f5 67W 안됨 Redmi Turbo 12 67W 안됨,0
,묵직하니 좋와보입니다 저렴히 잘 샀습니다 추천합니다,0
,이건 불만없음,0
,잘 도착했습니다. 충전도 잘되고 좋네요.,0
,가격대비 매우 훌륭합니다,0
,넘 좋아요,0
,투키는 진리입니다.,0
,잘 도착했고 잘 쓰겠습니다.,0
,충전 잘됩니다 좋네요,0
,잘 받았습니다 제품은 좋습니다,0
,배송은 조금 걸립니다. 제품 쿼리티는 나쁘지않습니다. 작고 잘 동작하여 좋습니다.,0
,노트북 충전용으로 구입했습니다. 제품 추천합니다. ,0
,가성비 좋습니다,0
,충전 잘됩니다 !,0
,저렴하게 잘샀어요 배송도 빠르고 좋아요,0
,충전 잘되고 좋아요,0
,배송 빨랐구요 충전기 아주좋습니다 두개샀는데 만족합니다. 급속충전 아주잘 됩니다.,0
,접지없는대신 만원초반대 다른 팔천원짜리보다 컴팩트함 검은색이라 600원 더 받음,0
,싸게 구매해서 좋습니다,0
,세 포트 모두 잘 작동 되네요. 내구성을 지금 평 할 수는 없지만 우선 만족스럽습니다.,0
,17일 주문 20일 도착 배송도 빨랐고 제품 완성도도 좋고 가격대비 성능이 좋아요.,0
,"C타입 2개 동시 연결하면 하나는 초고속 2.0, 하나는 고속충던으로 뜨네요...만족합니다.",0
,레노버 노트북 충전용으로도 동작 잘 합니다. 한국 콘센트 잘 맞고요,0
